C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res3_w1_tunable_l75_param.son DE_EMBEDDED Lk=8.5 l=75.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res3_w1_tunable_l75_param
5.31,-0.0300171
5.3125,-0.0301033
5.315,-0.0301898
5.3175,-0.0302765
5.32,-0.0303636
5.3225,-0.030451
5.325,-0.0305387
5.3275,-0.0306267
5.33,-0.0307149
5.3325,-0.0308035
5.335,-0.0308924
5.3375,-0.0309816
5.34,-0.031071
5.3425,-0.0311608
5.345,-0.0312508
5.3475,-0.0313412
5.35,-0.0314319
5.3525,-0.0315228
5.355,-0.031614
5.3575,-0.0317056
5.36,-0.0317974
5.3625,-0.0318895
5.365,-0.0319819
5.3675,-0.0320746
5.37,-0.0321676
5.3725,-0.0322609
5.375,-0.0323545
5.3775,-0.0324484
5.38,-0.0325425
5.3825,-0.032637
5.385,-0.0327317
5.3875,-0.0328268
5.39,-0.0329221
5.3925,-0.0330177
5.395,-0.0331136
5.3975,-0.0332098
5.4,-0.0333062
5.4025,-0.033403
5.405,-0.0335001
5.4075,-0.0335974
5.41,-0.033695
5.4125,-0.0337929
5.415,-0.0338911
5.4175,-0.0339896
5.42,-0.0340884
5.4225,-0.0341875
5.425,-0.0342868
5.4275,-0.0343864
5.43,-0.0344863
5.4325,-0.0345865
5.435,-0.034687
5.4375,-0.0347878
5.44,-0.0348888
5.4425,-0.0349901
5.445,-0.0350917
5.4475,-0.0351935
5.45,-0.0352957
5.4525,-0.035398
5.455,-0.0355007
5.4575,-0.0356036
5.46,-0.0357068
5.4625,-0.0358102
5.465,-0.0359139
5.4675,-0.0360179
5.47,-0.036122
5.4725,-0.0362265
5.475,-0.0363311
5.4775,-0.036436
5.48,-0.0365411
5.4825,-0.0366464
5.485,-0.036752
5.4875,-0.0368577
5.49,-0.0369636
5.4925,-0.0370698
5.495,-0.037176
5.4975,-0.0372825
5.5,-0.0373891
5.5025,-0.0374959
5.505,-0.0376027
5.5075,-0.0377097
5.51,-0.0378168
5.5125,-0.037924
5.515,-0.0380312
5.5175,-0.0381385
5.52,-0.0382457
5.5225,-0.038353
5.525,-0.0384602
5.5275,-0.0385674
5.53,-0.0386745
5.5325,-0.0387814
5.535,-0.0388882
5.5375,-0.0389947
5.54,-0.039101
5.5425,-0.039207
5.545,-0.0393126
5.5475,-0.0394177
5.55,-0.0395223
5.5525,-0.0396264
5.555,-0.0397297
5.5575,-0.0398323
5.56,-0.039934
5.5625,-0.0400346
5.565,-0.040134
5.5675,-0.0402321
5.57,-0.0403286
5.5725,-0.0404233
5.575,-0.040516
5.5775,-0.0406064
5.58,-0.0406941
5.5825,-0.0407787
5.585,-0.0408597
5.5875,-0.0409366
5.59,-0.0410086
5.5925,-0.0410749
5.595,-0.0411344
5.5975,-0.041186
5.6,-0.0412279
5.6025,-0.0412583
5.605,-0.0412744
5.6075,-0.041273
5.61,-0.0412494
5.6125,-0.0411976
5.615,-0.0411089
5.6175,-0.0409711
5.62,-0.0407655
5.6225,-0.0404634
5.625,-0.0400171
5.6275,-0.0393422
5.63,-0.038275
5.6325,-0.0364606
5.635,-0.0330809
5.6375,-0.0340318
5.64,-0.152137
5.6425,-0.0671838
5.645,-0.0571076
5.6475,-0.0534555
5.65,-0.0516356
5.6525,-0.0505831
5.655,-0.0499231
5.6575,-0.0494906
5.66,-0.0492015
5.6625,-0.0490089
5.665,-0.0488841
5.6675,-0.0488091
5.67,-0.0487716
5.6725,-0.0487631
5.675,-0.0487776
5.6775,-0.0488107
5.68,-0.0488589
5.6825,-0.0489197
5.685,-0.0489912
5.6875,-0.0490717
5.69,-0.04916
5.6925,-0.0492551
5.695,-0.0493561
5.6975,-0.0494624
5.7,-0.0495733
5.7025,-0.0496885
5.705,-0.0498074
5.7075,-0.0499298
5.71,-0.0500553
5.7125,-0.0501836
5.715,-0.0503147
5.7175,-0.0504482
5.72,-0.050584
5.7225,-0.050722
5.725,-0.050862
5.7275,-0.0510039
5.73,-0.0511477
5.7325,-0.0512931
5.735,-0.0514402
5.7375,-0.0515889
5.74,-0.0517391
5.7425,-0.0518907
5.745,-0.0520437
5.7475,-0.0521981
5.75,-0.0523537
5.7525,-0.0525107
5.755,-0.0526689
5.7575,-0.0528286
5.76,-0.0529888
5.7625,-0.0531505
5.765,-0.0533134
5.7675,-0.0534774
5.77,-0.0536424
5.7725,-0.0538085
5.775,-0.0539757
5.7775,-0.0541439
5.78,-0.0543132
5.7825,-0.0544834
5.785,-0.0546547
5.7875,-0.054827
5.79,-0.0550002
5.7925,-0.0551744
5.795,-0.0553497
5.7975,-0.0555258
5.8,-0.055703
5.8025,-0.055881
5.805,-0.0560601
5.8075,-0.0562401
5.81,-0.056421
5.8125,-0.0566029
5.815,-0.0567857
5.8175,-0.0569694
5.82,-0.0571541
5.8225,-0.0573397
5.825,-0.0575262
5.8275,-0.0577137
5.83,-0.0579021
5.8325,-0.0580914
5.835,-0.0582817
5.8375,-0.0584729
5.84,-0.058665
5.8425,-0.058858
5.845,-0.059052
5.8475,-0.0592469
5.85,-0.0594428
5.8525,-0.0596395
5.855,-0.0598373
5.8575,-0.0600359
5.86,-0.0602355
5.8625,-0.0604361
5.865,-0.0606376
5.8675,-0.06084
5.87,-0.0610434
5.8725,-0.0612478
5.875,-0.0614531
5.8775,-0.0616593
5.88,-0.0618665
5.8825,-0.0620747
5.885,-0.0622839
5.8875,-0.062494
5.89,-0.0627051
5.8925,-0.0629172
5.895,-0.0631303
5.8975,-0.0633443
5.9,-0.0635594
5.9025,-0.0637754
5.905,-0.0639925
5.9075,-0.0642105
5.91,-0.0644296
5.9125,-0.0646496
5.915,-0.0648707
5.9175,-0.0650928
5.92,-0.0653159
5.9225,-0.0655401
5.925,-0.0657652
5.9275,-0.0659915
5.93,-0.0662187
5.9325,-0.066447
5.935,-0.0666764
5.9375,-0.0669068
5.94,-0.0671383
5.9425,-0.0673709
5.945,-0.0676045
5.9475,-0.0678392
5.95,-0.068075
5.9525,-0.0683118
5.955,-0.0685498
5.9575,-0.0687889
5.96,-0.0690291
5.9625,-0.0692703
5.965,-0.0695127
5.9675,-0.0697563
5.97,-0.0700009
5.9725,-0.0702467
5.975,-0.0704936
5.9775,-0.0707417
5.98,-0.0709909
5.9825,-0.0712413
5.985,-0.0714928
5.9875,-0.0717455
5.99,-0.0719994
5.9925,-0.0722545
5.995,-0.0725107
5.9975,-0.0727682
6,-0.0730268
6.0025,-0.0732867
6.005,-0.0735478
6.0075,-0.0738101
6.01,-0.0740736
6.0125,-0.0743384
6.015,-0.0746044
6.0175,-0.0748716
6.02,-0.0751401
6.0225,-0.0754099
6.025,-0.0756809
6.0275,-0.0759533
6.03,-0.0762269
6.0325,-0.0765017
6.035,-0.0767779
6.0375,-0.0770554
6.04,-0.0773342
6.0425,-0.0776144
6.045,-0.0778958
6.0475,-0.0781786
6.05,-0.0784627
6.0525,-0.0787482
6.055,-0.0790351
6.0575,-0.0793233
6.06,-0.0796129
6.0625,-0.0799039
6.065,-0.0801962
6.0675,-0.08049
6.07,-0.0807851
6.0725,-0.0810817
6.075,-0.0813797
6.0775,-0.0816792
6.08,-0.0819801
6.0825,-0.0822824
6.085,-0.0825862
6.0875,-0.0828914
6.09,-0.0831982
6.0925,-0.0835064
6.095,-0.0838161
6.0975,-0.0841273
6.1,-0.08444
6.1025,-0.0847542
6.105,-0.08507
6.1075,-0.0853873
6.11,-0.0857062
6.1125,-0.0860266
6.115,-0.0863486
6.1175,-0.0866721
6.12,-0.0869972
6.1225,-0.087324
6.125,-0.0876523
6.1275,-0.0879823
6.13,-0.0883138
6.1325,-0.0886471
6.135,-0.0889819
6.1375,-0.0893184
6.14,-0.0896566
6.1425,-0.0899965
6.145,-0.090338
6.1475,-0.0906812
6.15,-0.0910262
6.1525,-0.0913728
6.155,-0.0917212
6.1575,-0.0920714
6.16,-0.0924232
6.1625,-0.0927769
6.165,-0.0931323
6.1675,-0.0934895
6.17,-0.0938485
6.1725,-0.0942092
6.175,-0.0945719
6.1775,-0.0949363
6.18,-0.0953026
6.1825,-0.0956707
6.185,-0.0960407
6.1875,-0.0964126
6.19,-0.0967863
6.1925,-0.097162
6.195,-0.0975396
6.1975,-0.0979191
6.2,-0.0983005
6.2025,-0.0986839
6.205,-0.0990692
6.2075,-0.0994565
6.21,-0.0998458
6.2125,-0.100237
6.215,-0.10063
6.2175,-0.101026
6.22,-0.101423
6.2225,-0.101823
6.225,-0.102224
6.2275,-0.102628
6.23,-0.103033
6.2325,-0.103441
6.235,-0.103851
6.2375,-0.104263
6.24,-0.104677
6.2425,-0.105094
6.245,-0.105512
6.2475,-0.105933
6.25,-0.106356
6.2525,-0.106781
6.255,-0.107208
6.2575,-0.107638
6.26,-0.10807
6.2625,-0.108504
6.265,-0.108941
6.2675,-0.109379
6.27,-0.10982
6.2725,-0.110264
6.275,-0.11071
6.2775,-0.111158
6.28,-0.111609
6.2825,-0.112062
6.285,-0.112517
6.2875,-0.112975
6.29,-0.113435
6.2925,-0.113898
6.295,-0.114363
6.2975,-0.114831
6.3,-0.115301
6.3025,-0.115774
6.305,-0.11625
6.3075,-0.116728
6.31,-0.117208
6.3125,-0.117691
6.315,-0.118177
6.3175,-0.118666
6.32,-0.119157
6.3225,-0.119651
6.325,-0.120147
6.3275,-0.120647
6.33,-0.121149
6.3325,-0.121653
6.335,-0.122161
6.3375,-0.122671
6.34,-0.123185
6.3425,-0.123701
6.345,-0.124219
6.3475,-0.124741
6.35,-0.125266
6.3525,-0.125794
6.355,-0.126324
6.3575,-0.126858
6.36,-0.127394
6.3625,-0.127934
6.365,-0.128476
6.3675,-0.129022
6.37,-0.12957
6.3725,-0.130122
6.375,-0.130677
6.3775,-0.131235
6.38,-0.131796
6.3825,-0.13236
6.385,-0.132928
6.3875,-0.133499
6.39,-0.134073
6.3925,-0.13465
6.395,-0.135231
6.3975,-0.135815
6.4,-0.136402
6.4025,-0.136993
6.405,-0.137587
6.4075,-0.138184
6.41,-0.138785
6.4125,-0.13939
6.415,-0.139998
6.4175,-0.140609
6.42,-0.141224
6.4225,-0.141843
6.425,-0.142465
6.4275,-0.143091
6.43,-0.143721
6.4325,-0.144354
6.435,-0.144991
6.4375,-0.145631
6.44,-0.146276
6.4425,-0.146924
6.445,-0.147576
6.4475,-0.148232
6.45,-0.148892
6.4525,-0.149556
6.455,-0.150223
6.4575,-0.150895
6.46,-0.151571
6.4625,-0.152251
6.465,-0.152934
6.4675,-0.153622
6.47,-0.154314
6.4725,-0.155011
6.475,-0.155711
6.4775,-0.156416
6.48,-0.157125
6.4825,-0.157838
6.485,-0.158555
6.4875,-0.159277
6.49,-0.160004
6.4925,-0.160734
6.495,-0.161469
6.4975,-0.162209
6.5,-0.162953
6.5025,-0.163702
6.505,-0.164456
6.5075,-0.165214
6.51,-0.165977
6.5125,-0.166744
6.515,-0.167516
6.5175,-0.168293
6.52,-0.169075
6.5225,-0.169862
6.525,-0.170654
6.5275,-0.17145
6.53,-0.172252
6.5325,-0.173058
6.535,-0.17387
6.5375,-0.174687
6.54,-0.175509
6.5425,-0.176336
6.545,-0.177168
6.5475,-0.178006
6.55,-0.178849
6.5525,-0.179697
6.555,-0.180551
6.5575,-0.181411
6.56,-0.182275
6.5625,-0.183146
6.565,-0.184021
6.5675,-0.184903
6.57,-0.18579
6.5725,-0.186683
6.575,-0.187582
6.5775,-0.188486
6.58,-0.189397
6.5825,-0.190313
6.585,-0.191235
6.5875,-0.192164
6.59,-0.193098
6.5925,-0.194039
6.595,-0.194986
6.5975,-0.195939
6.6,-0.196898
6.6025,-0.197863
6.605,-0.198835
6.6075,-0.199814
6.61,-0.200799
6.6125,-0.20179
6.615,-0.202788
6.6175,-0.203793
6.62,-0.204805
6.6225,-0.205823
6.625,-0.206848
6.6275,-0.20788
6.63,-0.208919
6.6325,-0.209965
6.635,-0.211018
6.6375,-0.212078
6.64,-0.213146
6.6425,-0.21422
6.645,-0.215303
6.6475,-0.216392
6.65,-0.217489
6.6525,-0.218593
6.655,-0.219705
6.6575,-0.220825
6.66,-0.221953
6.6625,-0.223088
6.665,-0.224231
6.6675,-0.225382
6.67,-0.226541
6.6725,-0.227708
6.675,-0.228884
6.6775,-0.230067
6.68,-0.231259
6.6825,-0.232459
6.685,-0.233668
6.6875,-0.234885
6.69,-0.236111
6.6925,-0.237346
6.695,-0.238589
6.6975,-0.239841
6.7,-0.241102
6.7025,-0.242372
6.705,-0.243651
6.7075,-0.24494
6.71,-0.246238
6.7125,-0.247545
6.715,-0.248861
6.7175,-0.250187
6.72,-0.251522
6.7225,-0.252868
6.725,-0.254223
6.7275,-0.255588
6.73,-0.256963
6.7325,-0.258348
6.735,-0.259743
6.7375,-0.261148
6.74,-0.262564
6.7425,-0.26399
6.745,-0.265427
6.7475,-0.266875
6.75,-0.268333
6.7525,-0.269802
6.755,-0.271282
6.7575,-0.272773
6.76,-0.274276
6.7625,-0.275789
6.765,-0.277314
6.7675,-0.278851
6.77,-0.280399
6.7725,-0.281959
6.775,-0.283531
6.7775,-0.285115
6.78,-0.286711
6.7825,-0.288319
6.785,-0.289939
6.7875,-0.291572
6.79,-0.293217
6.7925,-0.294875
6.795,-0.296546
6.7975,-0.29823
6.8,-0.299927
6.8025,-0.301637
6.805,-0.303361
6.8075,-0.305098
6.81,-0.306848
6.8125,-0.308613
6.815,-0.310391
6.8175,-0.312183
6.82,-0.31399
6.8225,-0.31581
6.825,-0.317645
6.8275,-0.319495
6.83,-0.32136
6.8325,-0.323239
6.835,-0.325134
6.8375,-0.327044
6.84,-0.328969
6.8425,-0.33091
6.845,-0.332866
6.8475,-0.334839
6.85,-0.336827
6.8525,-0.338832
6.855,-0.340853
6.8575,-0.34289
6.86,-0.344944
6.8625,-0.347015
6.865,-0.349104
6.8675,-0.351209
6.87,-0.353332
6.8725,-0.355472
6.875,-0.357631
6.8775,-0.359807
6.88,-0.362002
6.8825,-0.364215
6.885,-0.366446
6.8875,-0.368697
6.89,-0.370966
6.8925,-0.373255
6.895,-0.375563
6.8975,-0.37789
6.9,-0.380238
6.9025,-0.382605
6.905,-0.384993
6.9075,-0.387401
6.91,-0.389831
6.9125,-0.392281
6.915,-0.394752
6.9175,-0.397245
6.92,-0.399759
6.9225,-0.402295
6.925,-0.404854
6.9275,-0.407435
6.93,-0.410038
6.9325,-0.412665
6.935,-0.415315
6.9375,-0.417988
6.94,-0.420685
6.9425,-0.423406
6.945,-0.426151
6.9475,-0.42892
6.95,-0.431715
6.9525,-0.434535
6.955,-0.43738
6.9575,-0.44025
6.96,-0.443147
6.9625,-0.44607
6.965,-0.44902
6.9675,-0.451997
6.97,-0.455
6.9725,-0.458032
6.975,-0.461091
6.9775,-0.464179
6.98,-0.467295
6.9825,-0.47044
6.985,-0.473614
6.9875,-0.476818
6.99,-0.480052
6.9925,-0.483316
6.995,-0.48661
6.9975,-0.489936
7,-0.493293
7.0025,-0.496682
7.005,-0.500104
7.0075,-0.503557
7.01,-0.507044
7.0125,-0.510564
7.015,-0.514118
7.0175,-0.517706
7.02,-0.521329
7.0225,-0.524987
7.025,-0.52868
7.0275,-0.53241
7.03,-0.536176
7.0325,-0.539978
7.035,-0.543818
7.0375,-0.547696
7.04,-0.551612
7.0425,-0.555567
7.045,-0.559561
7.0475,-0.563594
7.05,-0.567668
7.0525,-0.571783
7.055,-0.575939
7.0575,-0.580137
7.06,-0.584378
7.0625,-0.588661
7.065,-0.592988
7.0675,-0.597358
7.07,-0.601774
7.0725,-0.606234
7.075,-0.610741
7.0775,-0.615294
7.08,-0.619894
7.0825,-0.624541
7.085,-0.629237
7.0875,-0.633982
7.09,-0.638776
7.0925,-0.643621
7.095,-0.648516
7.0975,-0.653463
7.1,-0.658463
7.1025,-0.663515
7.105,-0.668621
7.1075,-0.673782
7.11,-0.678998
7.1125,-0.68427
7.115,-0.689598
7.1175,-0.694984
7.12,-0.700429
7.1225,-0.705932
7.125,-0.711496
7.1275,-0.71712
7.13,-0.722806
7.1325,-0.728555
7.135,-0.734366
7.1375,-0.740243
7.14,-0.746184
7.1425,-0.752191
7.145,-0.758266
7.1475,-0.764408
7.15,-0.77062
7.1525,-0.776902
7.155,-0.783254
7.1575,-0.789679
7.16,-0.796176
7.1625,-0.802748
7.165,-0.809395
7.1675,-0.816118
7.17,-0.822919
7.1725,-0.829799
7.175,-0.836758
7.1775,-0.843798
7.18,-0.85092
7.1825,-0.858125
7.185,-0.865415
7.1875,-0.872791
7.19,-0.880254
7.1925,-0.887805
7.195,-0.895447
7.1975,-0.903179
7.2,-0.911004
7.2025,-0.918923
7.205,-0.926937
7.2075,-0.935048
7.21,-0.943258
7.2125,-0.951567
7.215,-0.959978
7.2175,-0.968492
7.22,-0.97711
7.2225,-0.985835
7.225,-0.994668
7.2275,-1.00361
7.23,-1.01266
7.2325,-1.02183
7.235,-1.03111
7.2375,-1.04051
7.24,-1.05003
7.2425,-1.05966
7.245,-1.06942
7.2475,-1.07931
7.25,-1.08932
7.2525,-1.09946
7.255,-1.10973
7.2575,-1.12013
7.26,-1.13067
7.2625,-1.14134
7.265,-1.15215
7.2675,-1.16311
7.27,-1.17421
7.2725,-1.18545
7.275,-1.19685
7.2775,-1.2084
7.28,-1.2201
7.2825,-1.23195
7.285,-1.24397
7.2875,-1.25614
7.29,-1.26849
7.2925,-1.281
7.295,-1.29368
7.2975,-1.30653
7.3,-1.31956
7.3025,-1.33277
7.305,-1.34616
7.3075,-1.35973
7.31,-1.3735
7.3125,-1.38746
7.315,-1.40161
7.3175,-1.41596
7.32,-1.43051
7.3225,-1.44527
7.325,-1.46024
7.3275,-1.47543
7.33,-1.49083
7.3325,-1.50645
7.335,-1.5223
7.3375,-1.53838
7.34,-1.55469
7.3425,-1.57123
7.345,-1.58802
7.3475,-1.60506
7.35,-1.62235
7.3525,-1.63989
7.355,-1.6577
7.3575,-1.67577
7.36,-1.69411
7.3625,-1.71272
7.365,-1.73162
7.3675,-1.7508
7.37,-1.77027
7.3725,-1.79004
7.375,-1.81011
7.3775,-1.83049
7.38,-1.85119
7.3825,-1.8722
7.385,-1.89355
7.3875,-1.91522
7.39,-1.93723
7.3925,-1.95959
7.395,-1.9823
7.3975,-2.00538
7.4,-2.02881
7.4025,-2.05263
7.405,-2.07682
7.4075,-2.1014
7.41,-2.12638
7.4125,-2.15177
7.415,-2.17757
7.4175,-2.20378
7.42,-2.23043
7.4225,-2.25752
7.425,-2.28506
7.4275,-2.31305
7.43,-2.34151
7.4325,-2.37044
7.435,-2.39986
7.4375,-2.42978
7.44,-2.4602
7.4425,-2.49114
7.445,-2.5226
7.4475,-2.55461
7.45,-2.58717
7.4525,-2.62028
7.455,-2.65398
7.4575,-2.68826
7.46,-2.72313
7.4625,-2.75863
7.465,-2.79474
7.4675,-2.8315
7.47,-2.86891
7.4725,-2.90698
7.475,-2.94574
7.4775,-2.9852
7.48,-3.02537
7.4825,-3.06626
7.485,-3.10791
7.4875,-3.15031
7.49,-3.1935
7.4925,-3.23748
7.495,-3.28228
7.4975,-3.32792
7.5,-3.3744
7.5025,-3.42176
7.505,-3.47002
7.5075,-3.51919
7.51,-3.56929
7.5125,-3.62036
7.515,-3.6724
7.5175,-3.72545
7.52,-3.77953
7.5225,-3.83466
7.525,-3.89088
7.5275,-3.9482
7.53,-4.00665
7.5325,-4.06626
7.535,-4.12706
7.5375,-4.18909
7.54,-4.25236
7.5425,-4.31692
7.545,-4.38279
7.5475,-4.45001
7.55,-4.51862
7.5525,-4.58864
7.555,-4.66012
7.5575,-4.7331
7.56,-4.80761
7.5625,-4.8837
7.565,-4.96141
7.5675,-5.04078
7.57,-5.12186
7.5725,-5.2047
7.575,-5.28934
7.5775,-5.37584
7.58,-5.46425
7.5825,-5.55463
7.585,-5.64702
7.5875,-5.7415
7.59,-5.83812
7.5925,-5.93695
7.595,-6.03805
7.5975,-6.14149
7.6,-6.24735
7.6025,-6.35571
7.605,-6.46663
7.6075,-6.58021
7.61,-6.69654
7.6125,-6.81569
7.615,-6.93778
7.6175,-7.06289
7.62,-7.19113
7.6225,-7.32261
7.625,-7.45746
7.6275,-7.59578
7.63,-7.73772
7.6325,-7.8834
7.635,-8.03297
7.6375,-8.18658
7.64,-8.3444
7.6425,-8.50659
7.645,-8.67333
7.6475,-8.84482
7.65,-9.02127
7.6525,-9.20289
7.655,-9.38992
7.6575,-9.58262
7.66,-9.78125
7.6625,-9.9861
7.665,-10.1975
7.6675,-10.4158
7.67,-10.6413
7.6725,-10.8744
7.675,-11.1156
7.6775,-11.3654
7.68,-11.6242
7.6825,-11.8927
7.685,-12.1714
7.6875,-12.4611
7.69,-12.7624
7.6925,-13.0763
7.695,-13.4037
7.6975,-13.7456
7.7,-14.1033
7.7025,-14.4782
7.705,-14.8716
7.7075,-15.2855
7.71,-15.7219
7.7125,-16.183
7.715,-16.6719
7.7175,-17.1916
7.72,-17.7461
7.7225,-18.3403
7.725,-18.9798
7.7275,-19.6719
7.73,-20.4257
7.7325,-21.2528
7.735,-22.1687
7.7375,-23.1943
7.74,-24.3591
7.7425,-25.706
7.745,-27.3024
7.7475,-29.2609
7.75,-31.7948
7.7525,-35.3878
7.755,-41.6246
7.7575,-67.6323
7.76,-40.8002
7.7625,-34.983
7.765,-31.5329
7.7675,-29.0728
7.77,-27.1605
7.7725,-25.5965
7.775,-24.274
7.7775,-23.1288
7.78,-22.1193
7.7825,-21.2173
7.785,-20.4024
7.7875,-19.6595
7.79,-18.9774
7.7925,-18.347
7.795,-17.7613
7.7975,-17.2148
7.8,-16.7026
7.8025,-16.2209
7.805,-15.7666
7.8075,-15.3368
7.81,-14.9292
7.8125,-14.5418
7.815,-14.1729
7.8175,-13.8209
7.82,-13.4845
7.8225,-13.1626
7.825,-12.8539
7.8275,-12.5577
7.83,-12.273
7.8325,-11.9992
7.835,-11.7355
7.8375,-11.4813
7.84,-11.2361
7.8425,-10.9993
7.845,-10.7705
7.8475,-10.5493
7.85,-10.3352
7.8525,-10.1279
7.855,-9.927
7.8575,-9.73227
7.86,-9.54338
7.8625,-9.36008
7.865,-9.18211
7.8675,-9.00922
7.87,-8.84122
7.8725,-8.67788
7.875,-8.51902
7.8775,-8.36446
7.88,-8.21403
7.8825,-8.06756
7.885,-7.92491
7.8875,-7.78593
7.89,-7.65049
7.8925,-7.51845
7.895,-7.38971
7.8975,-7.26414
7.9,-7.14164
7.9025,-7.02209
7.905,-6.9054
7.9075,-6.79149
7.91,-6.68024
7.9125,-6.57159
7.915,-6.46545
7.9175,-6.36174
7.92,-6.26038
7.9225,-6.1613
7.925,-6.06444
7.9275,-5.96973
7.93,-5.8771
7.9325,-5.78649
7.935,-5.69785
7.9375,-5.61112
7.94,-5.52624
7.9425,-5.44317
7.945,-5.36185
7.9475,-5.28223
7.95,-5.20427
7.9525,-5.12793
7.955,-5.05315
7.9575,-4.9799
7.96,-4.90814
7.9625,-4.83783
7.965,-4.76893
7.9675,-4.70141
7.97,-4.63522
7.9725,-4.57034
7.975,-4.50673
7.9775,-4.44436
7.98,-4.3832
7.9825,-4.32323
7.985,-4.2644
7.9875,-4.20669
7.99,-4.15008
7.9925,-4.09454
7.995,-4.04005
7.9975,-3.98657
8,-3.93408
8.0025,-3.88257
8.005,-3.83201
8.0075,-3.78237
8.01,-3.73364
8.0125,-3.68579
8.015,-3.6388
8.0175,-3.59266
8.02,-3.54734
8.0225,-3.50283
8.025,-3.45911
8.0275,-3.41616
8.03,-3.37396
8.0325,-3.3325
8.035,-3.29176
8.0375,-3.25172
8.04,-3.21238
8.0425,-3.17371
8.045,-3.13569
8.0475,-3.09833
8.05,-3.06159
8.0525,-3.02548
8.055,-2.98997
8.0575,-2.95505
8.06,-2.92071
8.0625,-2.88694
8.065,-2.85373
8.0675,-2.82106
8.07,-2.78893
8.0725,-2.75731
8.075,-2.72621
8.0775,-2.69561
8.08,-2.6655
8.0825,-2.63588
8.085,-2.60672
8.0875,-2.57802
8.09,-2.54978
8.0925,-2.52198
8.095,-2.49462
8.0975,-2.46768
8.1,-2.44116
8.1025,-2.41505
8.105,-2.38935
8.1075,-2.36403
8.11,-2.3391
8.1125,-2.31455
8.115,-2.29038
8.1175,-2.26656
8.12,-2.24311
8.1225,-2.22
8.125,-2.19724
8.1275,-2.17482
8.13,-2.15272
8.1325,-2.13095
8.135,-2.10951
8.1375,-2.08837
8.14,-2.06754
8.1425,-2.04701
8.145,-2.02678
8.1475,-2.00684
8.15,-1.98718
8.1525,-1.96781
8.155,-1.94871
8.1575,-1.92987
8.16,-1.91131
8.1625,-1.893
8.165,-1.87495
8.1675,-1.85715
8.17,-1.8396
8.1725,-1.82229
8.175,-1.80522
8.1775,-1.78838
8.18,-1.77177
8.1825,-1.75539
8.185,-1.73923
8.1875,-1.72329
8.19,-1.70756
8.1925,-1.69204
8.195,-1.67673
8.1975,-1.66162
8.2,-1.64671
8.2025,-1.632
8.205,-1.61749
8.2075,-1.60316
8.21,-1.58902
8.2125,-1.57506
8.215,-1.56128
8.2175,-1.54768
8.22,-1.53426
8.2225,-1.52101
8.225,-1.50792
8.2275,-1.49501
8.23,-1.48225
8.2325,-1.46966
8.235,-1.45722
8.2375,-1.44495
8.24,-1.43282
8.2425,-1.42084
8.245,-1.40902
8.2475,-1.39734
8.25,-1.3858
8.2525,-1.3744
8.255,-1.36315
8.2575,-1.35202
8.26,-1.34104
8.2625,-1.33019
8.265,-1.31946
8.2675,-1.30887
8.27,-1.2984
8.2725,-1.28806
8.275,-1.27784
8.2775,-1.26774
8.28,-1.25776
8.2825,-1.2479
8.285,-1.23815
8.2875,-1.22852
8.29,-1.21899
8.2925,-1.20958
8.295,-1.20028
8.2975,-1.19108
8.3,-1.18199
8.3025,-1.173
8.305,-1.16412
8.3075,-1.15533
8.31,-1.14665
8.3125,-1.13806
8.315,-1.12957
8.3175,-1.12117
8.32,-1.11287
8.3225,-1.10466
8.325,-1.09654
8.3275,-1.08851
8.33,-1.08057
8.3325,-1.07272
8.335,-1.06495
8.3375,-1.05726
8.34,-1.04966
8.3425,-1.04215
8.345,-1.03471
8.3475,-1.02735
8.35,-1.02007
8.3525,-1.01287
8.355,-1.00575
8.3575,-0.998697
8.36,-0.991722
8.3625,-0.984821
8.365,-0.977993
8.3675,-0.971235
8.37,-0.964549
8.3725,-0.957932
8.375,-0.951383
8.3775,-0.944902
8.38,-0.938488
8.3825,-0.93214
8.385,-0.925857
8.3875,-0.919637
8.39,-0.913481
8.3925,-0.907388
8.395,-0.901356
8.3975,-0.895384
8.4,-0.889473
8.4025,-0.883621
8.405,-0.877827
8.4075,-0.872091
8.41,-0.866411
8.4125,-0.860788
8.415,-0.85522
8.4175,-0.849707
8.42,-0.844248
8.4225,-0.838842
8.425,-0.833489
8.4275,-0.828188
8.43,-0.822938
8.4325,-0.817738
8.435,-0.812589
8.4375,-0.807489
8.44,-0.802438
8.4425,-0.797434
8.445,-0.792479
8.4475,-0.78757
8.45,-0.782707
8.4525,-0.777891
8.455,-0.773119
8.4575,-0.768392
8.46,-0.76371
8.4625,-0.75907
8.465,-0.754474
8.4675,-0.749921
8.47,-0.745409
8.4725,-0.740939
8.475,-0.736509
8.4775,-0.73212
8.48,-0.727772
8.4825,-0.723462
8.485,-0.719192
8.4875,-0.71496
8.49,-0.710766
8.4925,-0.70661
8.495,-0.702492
8.4975,-0.698409
8.5,-0.694364
8.5025,-0.690354
8.505,-0.68638
8.5075,-0.68244
8.51,-0.678536
8.5125,-0.674665
8.515,-0.670829
8.5175,-0.667026
8.52,-0.663256
8.5225,-0.659519
8.525,-0.655814
8.5275,-0.652141
8.53,-0.648499
8.5325,-0.644889
